sent_1,sent_2,sim,label,rand_id
A group of scouts are hiking through the grass,Some people are walking,3.2,ENTAILMENT,410
Two race cars are on a road in front of a grassy parking area,A white car and a yellow car are racing down the track,3.7,NEUTRAL,9538
A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside,4.5,ENTAILMENT,8165
A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,The man is doing a wheelie with a motorcycle on ground which is mostly barren,4.1,NEUTRAL,908
A little black dog is chasing a little brown dog,"A dog, which is little and black, is chasing a little brown dog",4.8,ENTAILMENT,6506
A woman is slicing garlic,A woman is chopping up garlic,4.4,ENTAILMENT,3504
A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,A young oriental girl is standing above people and is playing with a pinwheel,2.4,NEUTRAL,8475
A dog is pushing a toddler into a rain puddle,A dog is pulling a toddler out of a rain puddle,3.5,NEUTRAL,2236
The man is granting an interview,A white car is being driven by the man,1.2,NEUTRAL,2100
A little girl is smiling and wearing a fake nose and glasses,The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached,2.8,NEUTRAL,7711
Two dogs are battling for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,4.9,ENTAILMENT,7508
"The Jockeys are racing horses on the field, which is completely green","The Jockeys are slowing down their horses on the field, which is completely green",4.2,NEUTRAL,1009
The lady is cracking an egg for the mixer,The lady isn't cracking an egg for the mixer,2.9,CONTRADICTION,2654
A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,3.1,NEUTRAL,6211
A group of children is playing tambourines,A group of children is not playing tambourines,3.415,CONTRADICTION,9549
A lemur is biting a person's finger,An animal is biting someone's finger,4.4,ENTAILMENT,5874
One young lady is jumping on the car,One girl is jumping on the car,4.9,ENTAILMENT,1643
The kids are not wearing suits and water is splashing around,Children in swimming suits are playing in the water,2.8,NEUTRAL,7997
A dog is biting a can,A dog is dropping a can,3.3,NEUTRAL,2274
The man is riding a horse,A man is riding a horse,5.0,ENTAILMENT,4084
Some cats are playing with each other,The cats are playing with each other,4.8,ENTAILMENT,2854
A cat is stuck on a moving ceiling fan,There is no cat swinging on a fan,2.8,CONTRADICTION,1294
The man is not riding a mechanical bull,The man is riding a mechanical bull,3.3,CONTRADICTION,2875
A man is dancing,A person is dancing,4.5,ENTAILMENT,4045
The boy is riding a bike on the top of a metal fence,The riders are fencing in a boy's metal bike,2.6,NEUTRAL,3956
A man is arranging the garden,A man is mowing a lawn,3.0,NEUTRAL,1271
A young girl is dancing,A young girl is standing on both legs,3.2,NEUTRAL,6589
A black and orange bird is standing in the grass,The black bird with a yellow beak is standing in the green grass,4.0,NEUTRAL,8700
A man is holding a frog,A person is holding a frog,4.7,ENTAILMENT,3635
Children are playing in a fountain that is spraying water from the ground,Animals are playing in fountains that spray water from the ground,3.35,NEUTRAL,8598
A man is cutting himself with a piece of paper,A person is tearing paper,2.0,NEUTRAL,4369
A black dog is jumping off a dock into a pond,A black dog is jumping off a dock into water,4.5,ENTAILMENT,8406
A boy is standing in the water,The kid is swimming through the blue ocean,3.0,NEUTRAL,277
A song is being sung by a clown,A clown is singing,4.8,ENTAILMENT,4246
A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,4.0,NEUTRAL,7859
Two people are sitting on a park bench on a sunny day,Two people are sitting on a park bench on a hot day,4.3,NEUTRAL,8505
There is no brown dog standing in the water,A dog with golden fur is in the water,2.8,NEUTRAL,6001
Two girls are lying on the ground,Several children are sitting down and have their knees raised,2.8,NEUTRAL,296
A young lady in a bikini is lying on the beach,A young lady in a bikini is standing on the beach,4.2,NEUTRAL,7659
The woman is putting away a flute,A woman is playing flute,3.7,NEUTRAL,3828
A middle eastern man is standing against a lamp post near to other people,A man is leaning against a pole and is surrounded by people,3.7,ENTAILMENT,8907
A man is playing the guitar,Nobody is playing the guitar,3.7,CONTRADICTION,3258
A man and two women in a dark room are sitting at a table with candles,The group of people is sitting in a dim room,3.6,ENTAILMENT,7471
Five children are standing in a wooden hut,Five kids are standing close together and one kid has a gun,2.7,NEUTRAL,126
There are no dogs fighting for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake,4.4,CONTRADICTION,7509
A woman is cutting a lemon,A woman is cutting fruit,4.2,ENTAILMENT,5498
A man is playing the guitar,A woman is putting on lipstick,1.0,NEUTRAL,4442
A man is throwing away a guitar,A man in a hat is playing a harp,2.3,NEUTRAL,3807
There is no man doing a card trick,A man is playing with water,1.2,NEUTRAL,5145
The man in blue is posing for a picture next to a vehicle,A man is standing at the wheel of a classic American car that has its door and trunk open,3.2,NEUTRAL,9242
A snake is being fed a mouse by a man,One man is feeding a mouse to the snake,4.7,ENTAILMENT,1607
There is no man riding a mechanical bull,The man is riding a mechanical bull,3.5,CONTRADICTION,2879
The man is talking on the phone,The man is speaking on the telephone,4.8,ENTAILMENT,5033
A man is naked and is lying in the field,A man is wearing a sports uniform and is running down the field,2.3,NEUTRAL,6805
An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,3.0,CONTRADICTION,7935
A woman is cutting broccoli,A man is slicing tomatoes,2.6,NEUTRAL,5495
A man is diving off a cliff,There is no man diving off a cliff,4.0,CONTRADICTION,5834
The green field for horse races is completely full of Jockeys,"The Jockeys are racing horses on the field, which is completely green",4.0,ENTAILMENT,1010
A person is strongly whisking eggs in a bowl,A person is removing eggs from a bowl,2.6,NEUTRAL,2076
A woman is scrubbing a zucchini with a vegetable brush,A person is scrubbing a zucchini,4.7,ENTAILMENT,3800
A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,1.6,NEUTRAL,380
The young girl is blowing a bubble that is huge,The girl in a dyed red shirt isn't blowing a bubble,3.3,NEUTRAL,931
A woman is slicing an onion,There is no woman cutting a potato,2.4,NEUTRAL,4668
The girl is spraying the plants with water,The girl is watering the plants,4.6,ENTAILMENT,4259
Two dogs of different breeds are looking at each other across a street,There are no dogs of different breeds looking at each other across a street,3.9,CONTRADICTION,680
A black dog and a small white and black dog are looking up at a kitchen countertop,A black cat and a small white and black cat are looking up at a kitchen countertop,2.2,NEUTRAL,8569
The person is brushing a cat,A person is brushing a cat,5.0,ENTAILMENT,3071
A man is squatting in brush and taking a photograph,A person is crouching and holding a camera,4.1,ENTAILMENT,7810
A white dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,3.6,NEUTRAL,8854
A horse is being ridden by a person,A person is riding a horse,5.0,ENTAILMENT,5914
A man is crouching and holding a camera,A person is crouching and holding a camera,4.6,ENTAILMENT,7804
The meat is being dropped into a pan,The meat is not being dropped into a pan,3.2,CONTRADICTION,3627
Some boys being dressed with a carpet are sitting on two red tuxedos ,Two little boys are wearing tuxedos,3.215,NEUTRAL,7189
A cat is jumping high into the air in the country,A dog is jumping high into the air in the country,3.335,NEUTRAL,9451
A seabird is flying over some rocks,"A large stream is full of rocks, ducks and flies",2.3,NEUTRAL,6830
A laughing child is holding a water gun and getting sprayed with water,A child with a gun that sprays water is laughing and getting hit by other boys,4.0,NEUTRAL,475
Someone is strumming the guitar,Someone is playing the guitar,4.5,ENTAILMENT,2557
A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument,3.3,NEUTRAL,6700
Three children are running down a grassy hillside,Three children are running down a hillside covered by grass,4.9,ENTAILMENT,8689
A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket",2.8,NEUTRAL,699
A female cheerleader is jumping on the knee of a male cheerleader,A female cheerleader is sitting on the knee of a male cheerleader,3.58,NEUTRAL,8119
A boy is playing a game with blocks made of wood,A boy in blue shirt is looking at his hand near a stack of blocks on table,3.4,NEUTRAL,8945
A young boy is jumping into water,A young kid is jumping into water,4.9,ENTAILMENT,8759
A young child is running outside over the fallen leaves,A young child is lying down on a gravel road that is covered with dead leaves,2.65,NEUTRAL,7302
The brown dog is running in the snow,A dog is running through the snow,4.6,ENTAILMENT,9561
Broccoli are being cut by a woman,A woman is cutting broccoli,4.8,ENTAILMENT,5491
A person is playing a trumpet,There is no man playing the guitar,2.5,NEUTRAL,1575
Two white dogs are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a toy,4.3,ENTAILMENT,7893
Two boys on a couch are reading a book,Two boys on a couch are playing video games,3.0,NEUTRAL,2636
A man is participating in a bmx race,A man is participating in a race for bmxs,4.7,ENTAILMENT,6968
Guitar is being played by a man,A man is playing guitar,4.9,ENTAILMENT,5507
The man is driving a car carefully,The man is driving a car,4.6,ENTAILMENT,1912
A man is strumming the guitar,The man is playing the flute,2.5,NEUTRAL,2261
Two dogs are playing by a tree,A dog is leaping high in the air and another is watching,3.0,NEUTRAL,217
A boy is standing next to the opening of a fountain,A girl is standing next to the opening of a fountain,2.9,NEUTRAL,9160
A man is naked and standing still,A man with a hard hat is dancing,1.6,NEUTRAL,2630
A man is dancing upside-down on the ceiling,A man is idling on the floor,2.4,NEUTRAL,3883
The man is training,The man is doing exercises,3.9,NEUTRAL,5923
A woman is frying fish,A woman is not frying fish,3.3,CONTRADICTION,5447
A child is swimming underwater in a pool,A child is swimming on the water's surface in a pool,3.2,NEUTRAL,7389
A baby rhino is walking around a pen with its mother,A baby rhino is following an adult rhino,4.1,ENTAILMENT,2458
A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,2.9,NEUTRAL,374
A person is cutting a capsicum into pieces,A capsicum is being cut into pieces by a person,4.9,ENTAILMENT,2684
A black dog is walking along rocky terrain,A black dog is moving along rocky terrain,4.3,ENTAILMENT,8228
A man is dancing,There is no man dancing,3.7,CONTRADICTION,4193
The practicing person doesn't like the guitar,The guitar is being played by a lady,3.1,NEUTRAL,2035
