id	sim	sent_1	sent_2
MSRpar#SP81	4.2	قال شوارزنيغر بعد اجتماعه مع الجمهوريين في الكونغرس :"جئت بالأساس إلى واشنطن لإقامة علاقات ، وللتأكد من أننا نحصل على المزيد من الأموال الفديرالية لولاية كاليفورنيا،"	قال شوارزنيجربعد جلسة واحدة:  "جئت إلى واشنطن أساسا لإقامة علاقات ،والتأكد من أننا نحصل على المزيد من الأموال الفديرالية"،
MSRpar#SP82	3.4	كانت آخر لمحة على أسواق العمل أفضل قليلا مما كان يتوقعه الاقتصاديون ،الذين تكهنوا بمطالبات للتخفيض لا تقل عن 410،000 للأسبوع الماضي.	كانت آخر لمحة من أسواق العمل أفضل قليلا مما توقعه الاقتصاديون ، على الرغم من المشاكل التي في سوق العمل .
MSRpar#SP83	3	قال جوردون : أنهم طرحوا هنا وهناك مثل الريش"	يجري قذف الحواجز الخرسانية (بين الممرات) هنا وهناك مثل الريش."
MSRpar#SP84	3	امتثلت أمام المحكمة شانت جوان مالارد البالغة من العمر 27 عاما ،يوم الاثنين بتهمة القتل من الدرجة الأولى .	اتهمت شانت جوان مالارد البالغة من العمر 27 عاما بتهمة القتل والتلاعب بالأدلة .
MSRpar#SP85	3.25	قال باريت :"تكنولوجيا المعلومات هي الوسيلة الوحيدة التي عن طريقها سيكون باستطاعة  الاقتصاد الناشئ المنافسة"،	قال باريت :"تكنولوجيا المعلومات هي الوسيلة الوحيدة التي عن طريقها سيكون باستطاعة  الاقتصاد الناشئ المنافسة مع الاقتصادات سريعة النمو مثل الصين والهند .
MSRpar#SP86	2.75	اعترفت ليندا سوندرز في المحكمة الفديرالية أنها مذنبة في ست تهم ، بما في ذلك الابتزاز وغسيل الأموال والتآمر.	اعترف المساعدان الأسبقان لليندا سوندرزوهما  فيبس وبوبي مكلامب على حد سواء بالتهم الفديرالية بما في ذلك الابتزاز.
MSRpar#SP87	2.6	أغلقت أسهم فيفندي في باريس بارتفاع بنسبة 3.8 في المئة لتسجل 15.78 يورو .	ارتفعت أسهم فيفندي بنسبة 0.3 في المئة لتصل إلى 15،62  يوروفي باريس في تمام الساعة 0841 بتوقيت جرينتش.
MSRpar#SP88	3.4	صرحت شركة مايكروسوفت أن برامج لينكس التي يتم توزيعها مجانا ، هي واحدة من أكبر الأخطار التي تهدد مبيعاتها.	صرحت  الشركة علنا أن لينكس هي واحدة من أكبر التهديدات التنافسية.
MSRpar#SP89	3.6	أنطونيو مونتيرو دي كاسترو (58 عاما)، الذي يشغل حاليا منصب مدير عمليات مجموعة أمريكا اللاتينية ومنطقة البحر الكاريبي ،سيصبح الرئيس التنفيذي للعمليات اعتبارا من التاريخ نفسه.	كما قال بات أيضا :أن أنطونيو مونتيرو دي كاسترو، مدير أمريكا اللاتينية ومنطقة البحر الكاريبي، سيصبح الرئيس التنفيذي للعمليات في تاريخ 1 يناير 2004.
MSRpar#SP90	3.6	وقال البيان :"التلاعب والدوران في العلاقات العامة والدعاية ليست هي الحل".	وأضاف التقرير أن" "الدوران" "والعلاقات العامة المتلاعبة" "ليست الحل"، "ولكن هذا ليس تجنبا للدخول في مجادلات.
MSRpar#SP91	4.8	ارتبط إطلاق نار آخرمع موجة الصخب الحاصلة في 11 نوفمبرفي مدرسة هاميلتون الوسطى الابتدائية في أوبتيز، التي تبعد نحو ميلين من الطريق السريع.	حادث اطلاق النار الأخير المرتبط مع موجة الصخب كان في 11 نوفمبر في مدرسة  هاملتون الابتدائية في أوبتيز، والتي تبعد نحو ميلين من الطريق السريع.
MSRpar#SP92	4	ترك البنك المركزي يوم الثلاثاء أسعار الفائدة دون تغيير كما كان متوقعا، ولكنه أعلن أيضا أن المخاطر الكلية اتجهت نحو الضعف ،كما حذر من مخاطر الانكماش التضخمي.	ترك مجلس سياسة البنك المركزي أسعار الفائدة في الوقت الراهن، حسب توقعات الكثيرين ، ولكنه فاجأ السوق بإعلانه أن المخاطر الكلية اتجهت نحو الضعف.
MSRpar#SP93	3.6	يكلف النظام الجديد اعتمادا على التكوين ، ما بين 1.1 مليون دولار و22 مليون دولار	تم تسعيرالنظام من 1.1 مليون دولار  إلى 22.4 مليون دولار، اعتمادا على التكوين
MSRpar#SP94	3.4	اندلعت معركة في كوريا الشمالية خارج المركزالإعلامي الرئيسي  ، بعدما اشتبك أربعة صحفيين من كوريا الشمالية مع اثني عشر ناشطا من كوريا الجنوبية ،احتجاجا على انتهاكات حقوق الإنسان	"اشتعلت مشكلة عندما هرع ما لا يقل عن أربعة صحفيين من كوريا الشمالية من مركز تايجو للإعلام ،لمواجهة عشرات الناشطين احتجاجا على انتهاكات حقوق الإنسان في كوريا الشمالية.
MSRpar#SP95	2.400	حارب دستي سرطان الكلى لأكثر من عام.	أجرى دستي جراحة للسرطان في عام 2001، تم خلالها استئصال كليته .
MSRpar#SP96	4.222	وفقا لبيتر جاكوبس التابع لمؤسسة سن كوم "،تقوم ميدياماكس بالتنفيذ تماما كما هو معلن للشركات التي تم شراؤها.
MSRpar#SP97	3	لم يصب  كديروف بأذى، ولكن كان أربعة من حراسه الشخصيين من بين القتلى.	بينما صرحت وكالة ايتار تاس للأنباء أن أربعة من حراسه الشخصيين كانوا من  بين الذين قتلوا في الانفجار .
MSRpar#SP98	3	قالت الشركة بأن جهاز التوجيه سيكون متاحا في الربع الأول من عام 2004، وسوف يكلف حوالي  200 دولار.	الموجه  الإعلامية WGT634U سوبر اللاسلكية، التي سوف تكون متاحة في الربع الأول من عام 2004، ستتوفربأقل من 200 دولار ، وذلك حسب أسعار نتغار .
MSRpar#SP99	2.75	تقدر اللجنة  خسارة كاليفورنيا مبلغ وقدره 1,34بليون دولار- أكثر من أي دولة –إلى الملاجئ الضريبية في عام 2001.	قدرت اللجنة خسارة كاليفورنيا مبلغ 937 مليون دولار ،إلى شركة الملاجئ الضريبية في عام 2001.
MSRpar#SP502	3.75	وقال المفاوضون يوم الجمعة إنهم قد أحرزوا تقدما جيدا خلال جولة محادثاتهم الأخيرة حول إنشاء اتفاقية أميركا الوسطى للتجارة الحرة	وقال المفاوضون يوم الجمعة إنهم قد أحرزوا تقدما جولتهم الأخيرة حول مفاوضات التجارة الحرة بين الولايات المتحدة وخمس دول من أميركا الوسطى هذا الأسبوع في هيوسطن
MSRpar#SP503	3.8	"إنه من الصعب جدا القيام بالقروض الكبيرة المشتركة في اليابان،" حيث هناك نقص في الخبرة، يقول موظف بنكي	"إنه من الصعب جدا القيام بالقروض الكبيرة المشتركة في اليابان،"  يقول موظف بنكي
MSRpar#SP504	4.4	تأتي القضية من داخل ولاية إلينوي وتنطوي على شركة ربحية تسمى شركة التسويق الهاتفي	حسمت القضية يوم الإثنين وتمركزت حولجمع التبرعات في إلينوي
MSRpar#SP505	3.6	كل خميس تجتمع لجنة إدارة الحبوب في لجنة إدارة الزراعة للبت في ناتج مناقصة التصدير الأسبوعي	عادة ما تلتقي لجنة إدارة الحبوب كل خميس في لجنة قسم الزراعة -- هدف آخر لهجوم الأربعاء -- للبت في نااتج مناقصة التصدير الأسبوعي
MSRpar#SP506	4.6	وقد حث الكونغرس على إرسال الفاتورة النهائية لي في أقرب وقت ممكن لأتمكن من توقيعها قانونيا	وقد قال: " إنني أحث الكونغرس على تبديد أية صعوبات وأن يرسل الفاتورة الأخيرة لي في أقرب وقت ممكن لأتمكن من توقيعها قانونيا"
MSRpar#SP507	1.667	السيد بيجن هو مدير دعوى الخدمات القانونية الصحية في ماساشوستس، مجموعة حقوق الأسرى	وقال بيجن المحامي في منظمته، إن الخدمات القانونية الإصلاحية في ماساشوستس قد عقدت مقابلة مع أسان يوم الثلاثاء
