sent_1	sent_2	sim
El Cuerpo Oficial de Bomberos de Bogotá reportó que en un bus de servicio especial se accidentó en el kilómetro 10 vía Bogotá-Choachí, donde resultaron heridas 30 personas.	Según el teniente del Cuerpo Oficial de Bomberos de la capital, Euclides Mancipe, todos los heridos son funcionarios del Distrito, quienes se transportaban en cinco buses que los llevaban de paseo.	1.8
Sus tres propiedades fueron legadas a la fundación familiar sNelson Rohlilala Mandela Family Trusts, entre ellas la casa en la que está enterrado en Qunu, en el sur de Sudáfrica, y la de Johannesburgo, donde recibió cuidados médicos en el barrio acomodado de Houghton.	En tanto, sus tres propiedades fueron entregadas a la fundación familiar sNelson Rohlilala Mandela Family Trusts, entre ellas la residencia en Qunu, al sur de Sudáfrica, donde descansan los restos del ex mandatario.	3.2
Andrade fue alcanzado por un artefacto explosivo cuando estaba cubriendo las protestas en el centro de Río de Janeiro contra la subida del precio del transporte público, de acuerdo con Agencia Brasil.	El camarógrafo, de 49 años, fue herido cuando cubría una protesta en la mayor estación ferroviaria de Río de Janeiro, contra el aumento del pasaje de autobús, a 4 meses del Mundial de Fútbol en Brasil.	3.2
Reunidos en Bruselas, los ministros de Relaciones Exteriores de los 28 países de la UE dieron luz verde a las negociaciones que deben conducir a un sacuerdo de diálogo político y de cooperacións con la isla dirigida por el presidente Raúl Castro.	EP/Bruselas Los ministros de Asuntos Exteriores de la Unión Europea han aprobado este lunes las condiciones para negociar con el régimen cubano un acuerdo sobre diálogo político y cooperación que permita normalizar las relaciones con Cuba y salentars reformas democráticas y modernización en la isla, según han informado fuentes diplomáticas.	2.8
El presidente de Chile, Sebastián Piñera, afirmó hoy que estudia el envío de una carta de protesta a Perú, tras la publicación de un mapa en que ese país se adjudica un triángulo terrestre de 3,7 hectáreas, después de conocerse el fallo de la Corte Internacional de Justicia .	El presidente chileno estudia la posibilidad de enviar una carta de protesta a Perú.	2.6
El magistrado tiene constancia de que todos ellos se encuentran en paradero desconocido y ordena librar la orden internacional de detención de Zemin, junto con la del exprimer ministro Li Peng, el jefe de la seguridad china y responsable de la Policía Qiao Shi, el exsecretario del partido en el Tibet Chen Kuiyan y el exministro de Planificación familiar Peng Pelyun por su presunta participación en el genocidio perpetrado en el Tibet.	El magistrado ha acordado también que se acuerde también la expedición de las correspondientes órdenes de busca y captura para su ingreso en prisión incondicional del exprimer ministro Li Peng, el jefe de la seguridad china y responsable de la Policía Qiao Shi, el exsecretario del partido en el Tibet Chen Kuiyan y el exministro de Planificación familiar Peng Pelyun por su presunta participación en el genocidio perpetrado en el Tibet.	3.6
Irán se comprometió en noviembre a entregar al OIEA información relevante mutuamente acordada y permitir a los inspectores internacionales acceder a la mina de Gachín, en Bandar Abás y la planta de producción de agua pesada de Arak, en el este.	En ese documento, Irán se comprometía a entregar información relevante mutuamente acordada y gestionar el acceso a la mina de Gachín, en Bandar Abás y la planta de producción de agua pesada de Arak, en el este del país.	3.4
La mandataria manifestó que la muerte de Andrade, anunciada hoy, le ssolivianta y entristeces y consideró que sno es admisible que las protestas democráticas se desvirtúen por quien no tiene respeto por las vidas humanass.	sNo es admisible que las protestas democráticas sean desvirtuadas por quien no tiene respeto por las vidas humanass, señaló la mandataria en su cuenta Twitter.	2.6
El pescador, de 37 años, que afirma haber sobrevivido 13 meses a la deriva en el océano Pacífico , necesitaba el visto bueno de los médicos después de recuperarse con dificultades de su experiencia que le llevó a un lejano atolón de las Islas Marshall hace 12 días.	El pescador, de 37 años, que afirma haber sobrevivido trece meses a la deriva en el Pacífico, necesitaba la luz verde de los médicos después de recuperarse con dificultad de su dura experiencia hasta llegar a un lejano atolón de las Islas Marshall hace doce días.	4
Para evitar este sacrificio, se llevó adelante una intensa campaña pública en Internet para salvar su vida y a la propuesta de alternativas pero la dirección de la institución se resistió e insistió con que debía ser sacrificada porque el objetivo del zoo es asegurarse que los mejores genes pasan a las generaciones venideras, preservándose así a largo plazo la supervivencia de las especies que acogen.	La dirección de la institución dijo que la jirafa de dos años, apodada Marius, debía ser sacrificada porque el objetivo del zoo es asegurarse que los mejores genes pasen a las generaciones venideras, preservándose así a largo plazo la supervivencia de las especies que reciben, consignó la agencia de noticias EFE.	2.8
Según el acuerdo de paz de Dayton de 1995, el país balcánico está compuesto por dos entes autónomos -uno para los serbios y otro conjunto para croatas y musulmanes de Bosnia-, y su complicada estructura supone una Administración grande, ineficaz y costosa.	Según el acuerdo de paz de Dayton de 1995, Bosnia Herzegovina está dividida en dos entes autónomos -uno para los serbios y otro conjunto para croatas y musulmanes-, lo que ha creado una compleja y poco eficaz estructura política y administrativa.	4
El 11 de febrero de 2013, Benedicto anunció su decisión de renunciar, el primer Papa que lo hace en 600 años.	El juicio de la historia sEstoy seguro, de hecho convencido, de que la Historia le ofrecerá un juicio que será diferente de lo que a menudo se leyó en los últimos años de su pontificados, dijo Ganswein en una entrevista telefónica.	1
Por su parte, Washington confirmó que mantiene conversaciones con la Unión Europea para elaborar un paquete de ayuda financiera para Ucrania.	La Unión Europea irrumpió este lunes en el enfrentamiento entre la oposición y el presidente Yanukovich, anunciando que prepara junto a Estados Unidos y el FMI un importante programa de asistencia financiera para Ucrania.	2.4
Fuentes oficiales le confirmaron a la agencia Noticias Argentinas que representantes de la Organización Internacional del Trabajo irán al Vaticano, pero que los dirigentes argentinos estarán entre las personas que habitualmente van a saludarlo y a besarle la mano en la plaza San Pedro.	Sin embargo, la agencia Noticias Argentinas publicó que desde el Vaticano se desmintó la existencia de dicha convocatoria y que la Organización Internacional del Trabajo irá al Vaticano junto a los dirigentes argentinos, con el fin de saludarlo y a besarle la mano en la plaza San Pedro.	2.4
Sobre el “estancamiento” de la primera dama Nadine Heredia, que subió solo un punto, de 40% a 41%, explicó que la población tiene claro que el fallo de La Haya es un tema de Estado, “y que en él no tiene ninguna intervención la esposa del presidente, cuya capacidad de exposición y opinión está más bien circunscrita a asuntos de política doméstica o interna”.	En tanto, la aprobación de la primera dama Nadine Heredia solo pasó de 40% a 41%, pues el tema de La Haya sno tiene ninguna intervención la esposa del presidente, cuya capacidad de exposición y opinión está más bien circunscrita a asuntos de política doméstica o interna”, dijo tapia a Perú.	3.4
Así, los Estados miembros autorizarán a la jefa de la diplomacia de la UE, Catherine Ashton, y a la Comisión Europea a iniciar la negociación, sobre la que deberán informar al Consejo y que podría ser suspendida si los Veintiocho no observan avances en el plano de los derechos humanos en la isla, dijeron las fuentes.	De este modo, los Estados miembros autorizan a la jefa de la diplomacia de la UE, Catherine Ashton, y a la Comisión Europea a iniciar la negociación, algo que podría ocurrir seste mismo mess, indicaron fuentes diplomáticas.	3
Según los resultados preliminares del Tribunal Supremo de Elecciones , con 50.3% de las mesas escrutadas, Solís arrebató al filo de las 10 de la noche el liderazgo a Araya, al lograr 30.22% contra 30.13% del candidato oficialista, mientras que José María Villalta Flórez—Estrada, del comunista Frente Amplio va en tercero, con 17.23%, y Otto Guevara, del derechista Movimiento Libertario, es cuarto, con 11.17%.	Según los resultados más recientes del Tribunal Supremo de Elecciones , Solís suma hasta el momento el 30,22% de los votos, lo que supone una leve ventaja sobre Araya, que tiene el 30,1%.	2.4
En las elecciones de este domingo, cerca de 3,1 millones de costarricenses estuvieron convocados a las urnas para escoger al presidente, los dos vicepresidentes y los 57 diputados del Congreso para el periodo 2014-2018.	Las 6.515 mesas de votación en Costa Rica abrieron con normalidad a las 06.00 hora local , donde por doce horas cerca de 3,1 millones de personas están llamadas a las urnas para elegir al presidente, los dos vicepresidentes y los 57 diputados de la Asamblea Legislativa para el periodo 2014-2018.	3.2
En los últimos días Alvarenga estuvo recluido en un hotel de Majuro, rodeado de medidas de seguridad y sin apenas contacto con el mundo exterior.	sLa ciudad de Nueva York es el hogar de todos los que vivimos aquí.	0
Un joven manifestante fue detenido el domingo en Rio de Janeiro, tras haber confesado que tuvo en sus manos la bengala que hirió gravemente a un camarógrafo en una violenta protesta el jueves contra el aumento del precio del transporte público.	Un manifestante de 22 años fue detenido el domingo en su casa tras haber confesado que había tenido en sus manos la bengala que hirió al camarógrafo.	3.2
sEstamos seguros que en la segunda vuelta no van a ser 10 puntos, van a ser más de 10 puntoss, agregó el ex rebelde de 69 años, quien es el vicepresidente del actual Gobierno.	sEstamos seguros que en la segunda no van a ser 10 puntos, van a ser más de 10 puntoss, pronosticó en referencia a la ventaja sobre el postulante de la derecha.	3.6
